id,journaltitle,url,added_date
336,Expert Journals,http://www.expertjournals.com/,6/13/20 6:49 PM
337,Far East Research Centre,http://www.fareastjournals.com/,6/13/20 6:49 PM
338,Ficus Publishers,http://ficuspublishers.com/Home.php,6/13/20 6:49 PM
339,Finlogy,http://onlinejournal.in/,6/13/20 6:49 PM
340,"Focus in Research & Education (FIRE, Firepubs)",http://firepubs.com/index.php,6/13/20 6:49 PM
341,Foundation for Promotion of Basic & Applied Science (FOPRAS),http://www.fopras.org/,6/13/20 6:49 PM
342,Friends Science Publishers (FSP),http://www.fspublishers.org/index.php,6/13/20 6:49 PM
343,Frontiers,https://beallslist.net/,6/13/20 6:49 PM
344,Frontiers in Bioscience (FBS),https://www.bioscience.org/,6/13/20 6:49 PM
345,FSSH Scholarly Journals,http://fssh-journal.org/,6/13/20 6:49 PM
346,Fundamental Journals,http://fundamentaljournals.org/,6/13/20 6:49 PM
347,Fundamental Research and Development International (FRDI),http://frdint.com/index.html,6/13/20 6:49 PM
348,Future Academy,http://www.futureacademy.org.uk/,6/13/20 6:49 PM
349,Galore Knowledge Publication Pvt. Ltd.,http://www.gkpublication.in/,6/13/20 6:49 PM
350,Gatha Cognition,http://www.gathacognition.com/,6/13/20 6:49 PM
351,Gavin Publishers,http://gavinpublishers.org/,6/13/20 6:49 PM
352,GBS Publishers & Distributors (India),http://www.gbspublisher.com/,6/13/20 6:49 PM
353,Genexcellence Publication (G Publications),http://gpublication.com/,6/13/20 6:49 PM
354,German Science and Technology Press,http://grsci-techpress.org/,6/13/20 6:49 PM
355,Gexin Publications,http://gexinonline.com/,6/13/20 6:49 PM
356,Global Academic Institute,http://www.globalacademicinstitute.com/,6/13/20 6:49 PM
357,Global Advanced Research Journals,http://garj.org/,6/13/20 6:49 PM
358,Global Business Research Journals,http://www.globalbizresearch.org/index.php,6/13/20 6:49 PM
359,Global Institute for Research and Education,http://www.gifre.org/,6/13/20 6:49 PM
360,"Global International Scientific Analytical Project (GISAP), see International Academy of Science and Higher Education",http://iashe.eu/en/periodicals-journals-academy,6/13/20 6:49 PM
361,The Global Journals,http://www.paripex.in/,6/13/20 6:49 PM
362,"Global Journals, Inc. (US)",http://globaljournals.us/,6/13/20 6:49 PM
363,Global Open Journals,http://globalopenjournals.org/,6/13/20 6:49 PM
364,Global Openaccess,http://globalopenaccess.com/,6/13/20 6:49 PM
365,Global Publishing Corporation,http://gpcpublishing.com/,6/13/20 6:49 PM
366,Global Research Journals,http://www.globalresearchjournals.org/,6/13/20 6:49 PM
367,Global Research Online,http://www.globalresearchonline.net/,6/13/20 6:49 PM
368,Global Research Publishing (GRP),http://www.grpjournal.org/,6/13/20 6:49 PM
369,Global Researchers Journals,http://www.grjournals.com/,6/13/20 6:49 PM
370,Global Scholars Journals,http://www.globalscholarsjournals.org/,6/13/20 6:49 PM
371,Global Science Center LP,http://european-science.org/en/,6/13/20 6:49 PM
372,Global Science Publishing Group,http://globalsciencepg.org/,6/13/20 6:49 PM
373,Global Science Research Journals,http://globalscienceresearchjournals.org/,6/13/20 6:49 PM
374,"Global Scientific, Inc.",http://globalpublication.org/index.html,6/13/20 6:49 PM
375,Global Scientific Research Journals (GSR),http://www.gsrjournals.com/,6/13/20 6:49 PM
376,Global Society of Scientific Research and Researchers (GSSRR),http://gssrr.org/index.php?journal=gssrr&page=index,6/13/20 6:49 PM
377,Global Technocrats & Intellectual’s Association (GTIA),http://www.gtia.co.in/,6/13/20 6:49 PM
378,GlobalSkope Publishing Society,http://globalskope.com/ijesr/index.html,6/13/20 6:49 PM
379,Gnosis Open Access Publishers [Link dead; re-branded as Gratis Open Access Publishers],https://beallslist.net/,6/13/20 6:49 PM
380,Gopalax,http://www.ijcns.com/,6/13/20 6:49 PM
381,GRABS Educational Charitable Trust,http://grabstrust.com/,6/13/20 6:49 PM
382,The Grant Medical Journals (GMJ),http://grantmedicaljournals.org/,6/13/20 6:49 PM
383,Graphy Publications,http://www.graphyonline.com/index.php,6/13/20 6:49 PM
384,Gratis Open Access Publishers,http://www.gratisoa.org/,6/13/20 6:49 PM
385,GRDS Publishing,http://grdspublishing.org/,6/13/20 6:49 PM
386,Green Earth Research Network,http://www.gejournal.net/index.html,6/13/20 6:49 PM
387,Green Global Foundation (GGF),http://www.ggfagro.com/,6/13/20 6:49 PM
388,Greener Journals,http://www.gjournals.org/,6/13/20 6:49 PM
389,Greenfield Advanced Research Publishing House,http://www.garph.co.uk/index.html,6/13/20 6:49 PM
390,Growing Science Publishing Company,http://growingscience.com/index.html,6/13/20 6:49 PM
391,GS Publishers,http://www.gspublishers.com/,6/13/20 6:49 PM
392,GSB Life Sciences,http://gsblifesciences.org/index.php,6/13/20 6:49 PM
393,Gurpukur Research Institute (GPRI) (g-Science),http://gscience.gurpukur.com/,6/13/20 6:49 PM
394,Gyancity Research Lab Private Limited,http://gyancity.com/,6/13/20 6:49 PM
395,Halmac Research [Link dead as of 2016-05-23],http://www.halmacresearch.org/,6/13/20 6:49 PM
396,"Hans Publishers, Inc. (HansPub, 汉斯)",http://www.hanspub.org/,6/13/20 6:49 PM
397,Har Krishan Bhalla & Sons (HKB Publications),http://hkbpublications.com/,6/13/20 6:49 PM
398,Heighten Science Publications (HSP),http://www.heighpubs.com/,6/13/20 6:49 PM
399,Helics Scientific Network (Helics Group),http://helicsonline.net/,6/13/20 6:49 PM
400,Hendun Research Access,http://www.hendun.org/,6/13/20 6:49 PM
401,Henry Publishing Group,http://www.henrypublishinggroup.com/,6/13/20 6:49 PM
402,Herald International Research Journals,http://heraldjournals.org/index.htm,6/13/20 6:49 PM
403,Herald Scholarly Open Access,http://www.heraldopenaccess.us/,6/13/20 6:49 PM
404,Herbert Open Access Journals (Herbert Publications),http://www.hoajonline.com/,6/13/20 6:49 PM
405,Hikari Ltd.,http://www.m-hikari.com/,6/13/20 6:49 PM
406,Hilaris,http://www.e-hilaris.com/index.html,6/13/20 6:49 PM
407,Hind Agri-Horticultural Society (HAHS ; HIND Institutes ; Research Journals),http://www.researchjournal.co.in/index.html,6/13/20 6:49 PM
408,Horizon Journals,http://www.horizonjournals.org/,6/13/20 6:49 PM
409,Horizon Research Publishing,http://www.hrpub.org/,6/13/20 6:49 PM
410,Human and Sciences Publications (HumanPub),http://www.humanpub.org/,6/13/20 6:49 PM
411,Human Resource Management Academic Research Society (HRMARS),http://hrmars.com/index.php?page=our%20journals%20f,6/13/20 6:49 PM
412,i-Explore International Research Journals Consortium (IIRJC,http://www.irjcjournals.org/,6/13/20 6:49 PM
413,IAMURE Multidisciplinary Research,http://www.iamure.com/,6/13/20 6:49 PM
414,ibai-publishing,http://ibai-publishing.org/,6/13/20 6:49 PM
415,IBIMA Publishing,http://www.ibimapublishing.com/,6/13/20 6:49 PM
416,ICGST,http://www.icgst.com/,6/13/20 6:49 PM
417,iConcept Press Ltd.,https://www.iconceptpress.com/,6/13/20 6:49 PM
418,"ICTACT Journal (note: this publisher's journals are indexed in DOAJ, so it is likely not a predatory publisher)",http://www.ictactjournals.in/index.aspx,6/13/20 6:49 PM
419,Id Press / ID Design (note: one of their journals - OAMJMS - is indexed in DOAJ),http://www.id-press.eu/,6/13/20 6:49 PM
420,IERI & PRESS,http://www.ieripress.com/,6/13/20 6:49 PM
421,IGM Publication,http://igmpublication.org/index.html,6/13/20 6:49 PM
422,IIARD Publication Company (International Institute of Academic Research and Development (IIARD)),http://www.iiardonline.org/,6/13/20 6:49 PM
423,iJARS Group,http://www.ijarsgroup.com/,6/13/20 6:49 PM
424,Ijbsse.org,http://ijbsse.org/,6/13/20 6:49 PM
425,ijManager – Online Journal Management,http://www.ijmanager.org/,6/13/20 6:49 PM
426,IJRCM,http://ijrcm.org.in/,6/13/20 6:49 PM
427,IMED Research Publications,http://www.ijmhr.org/index.html,6/13/20 6:49 PM
428,iMedPharm,http://www.imedpharm.com/,6/13/20 6:49 PM
429,iMed.pub,http://imed.pub/,6/13/20 6:49 PM
430,"Impact Journals (New York State, USA)",http://www.impactjournals.com/,6/13/20 6:49 PM
431,"Impact Journals (Tamil Nadu, India)",http://www.impactjournals.us/index.php,6/13/20 6:49 PM
432,Imperial Journals,http://www.imperialjournals.com/,6/13/20 6:49 PM
433,Imprints Open Access,http://imprintsonline.org/index.php,6/13/20 6:49 PM
434,Indian Academicians and Researchers Association (IARA),http://iaraedu.com/,6/13/20 6:49 PM
435,Indian Society for Education and Environment (ISEE),http://www.iseeadyar.org/,6/13/20 6:49 PM
436,IndianResearchJournals.Com,http://indianresearchjournals.com/Default.aspx,6/13/20 6:49 PM
437,"Indus Foundation for Education, Research & Social Welfare",http://www.indusedu.org/,6/13/20 6:49 PM
438,Infinity Press,http://infinitypress.info/publisher/,6/13/20 6:49 PM
439,infofacility,http://www.infofacility.com/journals,6/13/20 6:49 PM
440,Infonomics Society,http://infonomics-society.org/,6/13/20 6:49 PM
441,Inforesights Publishing,http://inforesights.com/,6/13/20 6:49 PM
442,Informatics Journals,http://www.informaticsjournals.com/,6/13/20 6:49 PM
443,Information Engineering Research Institute (IERI),http://www.ier-institute.org/index.htm,6/13/20 6:49 PM
444,Ingenious Enterprises International (INGENIN),http://ingenin.org/,6/13/20 6:49 PM
445,Innovare Academic Sciences,http://innovareacademics.in/,6/13/20 6:49 PM
446,Innovational Publishers,http://www.innovationalpublishers.com/,6/13/20 6:49 PM
447,Innovative Journals,http://www.innovativejournal.in/,6/13/20 6:49 PM
448,Innovative Publication,http://www.innovativepublication.com/,6/13/20 6:49 PM
449,Innovative Space of Scientific Research (ISSR Journals),http://www.issr-journals.org/,6/13/20 6:49 PM
450,Innovinc,http://innovinc.org/,6/13/20 6:49 PM
451,INPRESSCO (International Press Corporation),http://inpressco.com/,6/13/20 6:49 PM
452,INREWI,http://www.inrewi.com/home,6/13/20 6:49 PM
453,Ishaan Publishing House,http://www.iphsci.com/index.html,6/13/20 6:49 PM
454,Insight Core,http://www.insightcore.com/,6/13/20 6:49 PM
455,Insight Knowledge,http://insightknowledge.co.uk/index.php,6/13/20 6:49 PM
456,Insight Medical Publishing (IMedPub),http://imedpub.com/,6/13/20 6:49 PM
457,Instaci,http://www.instascijournals.info/index.php,6/13/20 6:49 PM
458,The Institute for Business and Finance Research (IBFR),http://www.theibfr.com/,6/13/20 6:49 PM
459,Institute for Research and Development India (IRD),http://www.irdindia.in/,6/13/20 6:49 PM
460,Institute of Advanced Scientific Research,http://www.i-asr.com/journals.aspx,6/13/20 6:49 PM
461,Institute of Doctors Engineers and Scientists (IDES),http://www.theides.org/,6/13/20 6:49 PM
462,Institute of Electronic & Information Technology,http://www.ieit-web.org/apscj/editorialboard.html,6/13/20 6:49 PM
463,Institute of Integrative Omics and Applied Biotechnology,http://iioab.webs.com/researchandpublications.htm,6/13/20 6:49 PM
464,Institute of Language and Communication Studies,http://www.inlcs.org/,6/13/20 6:49 PM
465,Institute of Research Advances (IRA),http://www.research-advances.org/,6/13/20 6:49 PM
466,Institute of Research and Journals (IRAJ),http://iraj.in/index.php,6/13/20 6:49 PM
467,Institute of Research Engineers and Doctors (theIRED),http://www.theired.org/,6/13/20 6:49 PM
468,Institute of Research Engineers and Scientists,http://theires.org/,6/13/20 6:49 PM
469,Institute of Research In Engineering and Technology (IRET),http://www.iret.co.in/index.html,6/13/20 6:49 PM
470,Institute of Strategic and International Studies,http://www.isisworld.org/,6/13/20 6:49 PM
471,InTech Open Access Publisher – Mirror site,https://beallslist.net/,6/13/20 6:49 PM
472,Integrated Academic Journals,http://www.intergratedjournals.org/,6/13/20 6:49 PM
473,Integrated Intelligent Research (IIR),http://iirpublications.com/index.php,6/13/20 6:49 PM
474,Integrated Publishing Association,http://www.ipublishing.co.in/,6/13/20 6:49 PM
475,Integrated Science Publications,http://indianscience.in/pubs/journals/,6/13/20 6:49 PM
476,Intellectual Archive,http://www.intellectualarchive.com/,6/13/20 6:49 PM
477,Intercontinental Management Research Review (ICMRR),http://icmrr.org/index.html,6/13/20 6:49 PM
478,Interlink Continental Journals,http://icjpublishers.org/index.php,6/13/20 6:49 PM
479,Intermedcentral,http://www.intermedcentral.hk/,6/13/20 6:49 PM
480,International Academic Journals,http://www.inacj.com/,6/13/20 6:49 PM
481,International Academic Publishing House,http://www.iaph.in/,6/13/20 6:49 PM
482,International Academy for Advancement of Business Research (IAABR),http://www.iaabr.com/,6/13/20 6:49 PM
483,International Academy for Science & Technology Education and Research (IASTER),http://www.iaster.com/index.php,6/13/20 6:49 PM
484,"International Academy of Arts, Science & Technology (IAAST)",http://iaast.org/,6/13/20 6:49 PM
485,International Academy of Business,http://www.intl-academy.org/index.htm,6/13/20 6:49 PM
486,International Academy of Business & Economics (IABE),http://www.iabe.org/,6/13/20 6:49 PM
487,International Academy of Computer & IT Engineering (IACITE),http://iacite.org/,6/13/20 6:49 PM
488,International Academy of Ecology and Environmental Sciences (IAEES),http://www.iaees.org/,6/13/20 6:49 PM
489,International Academy of Science and Higher Education (IASH),http://iashe.eu/en/periodicals-journals-academy,6/13/20 6:49 PM
490,"International Academy of Science, Engineering and Technology (IASET)",http://www.iaset.us/index.php,6/13/20 6:49 PM
491,"International Academy of Science, Engineering and Technology (International ASET)",http://international-aset.com/index.html,6/13/20 6:49 PM
492,"International Academy of Science, Technology, Engineering and Management",http://iastem.org/,6/13/20 6:49 PM
493,International Academy Publishing (IAP),http://www.iap.org/,6/13/20 6:49 PM
494,"The International Academy, Research and Industry Association (IARIA)",http://www.iaria.org/,6/13/20 6:49 PM
495,International Advances for Research,http://www.intlafr.com/index.html,6/13/20 6:49 PM
496,"International Agency for Development of Culture, Education and Science",http://iadces.com/,6/13/20 6:49 PM
497,International Association for Academians,http://www.academians.org/,6/13/20 6:49 PM
498,International Association for Engineering & Technology,http://www.iaet.net/,6/13/20 6:49 PM
499,International Association for Engineering and Management Education (IAEME),http://www.iaeme.com/about.asp,6/13/20 6:49 PM
500,"The International Association for Information, Culture, Human and Industry Technology",http://www.aicit.org/publications.html,6/13/20 6:49 PM
501,International Association of Computer Science and Information Technology (IACSIT Press),http://www.iacsit.org/,6/13/20 6:49 PM
502,International Association of Advances in Engineering and Technology (IAAET),http://iaaet.org/,6/13/20 6:49 PM
503,International Association of Engineering & Technology Researchers (IAETR),http://iaetr.org/,6/13/20 6:49 PM
504,International Association of Journals & Conferences (IAJC),http://www.iajc.org/overview.html,6/13/20 6:49 PM
505,International Association of Scientific Innovation and Research (IASIR),http://iasir.net/index.html,6/13/20 6:49 PM
506,International Association of Technology Education & Industry,http://iatei.org/,6/13/20 6:49 PM
507,International Bauhaus Science Press,http://www.bhssci.com/,6/13/20 6:49 PM
508,International Center for Business Research,http://icbr.net/,6/13/20 6:49 PM
509,International Centre for Integrated Development Research (ICIDR),http://www.icidr.org/index.php,6/13/20 6:49 PM
510,International Centre of Culture Inventory,http://www.icoci.org/,6/13/20 6:49 PM
511,International Computer Science and Engineering Society (ICSES),http://www.i-cses.com/,6/13/20 6:49 PM
512,International Conference on Computer Science and Engineering,http://www.icgst.com/,6/13/20 6:49 PM
513,International Digital Organization for Scientific Information (IDOSI),http://idosi.org/index.htm,6/13/20 6:49 PM
514,International Economics Development and Research Center (IEDRC),http://www.iedrc.org/,6/13/20 6:49 PM
515,International Education Research Foundation (IERF),http://www.ierfinfo.com/,6/13/20 6:49 PM
516,International Educative Research Foundation And Publisher,http://www.publisher.ijier.net/,6/13/20 6:49 PM
517,International eJournals,http://internationalejournals.com/,6/13/20 6:49 PM
518,International Formulae Group (IFG),http://www.ifgdg.org/,6/13/20 6:49 PM
519,International Forum of Researchers Students and Academician (IFRSA),http://www.ifrsa.org/,6/13/20 6:49 PM
520,International Foundation for Modern Education and Scientific Research (INFOMESR),http://infomesr.org/en/home,6/13/20 6:49 PM
521,International Foundation for Research and Development,http://www.ifrnd.org/,6/13/20 6:49 PM
522,International House for Academic Scientific Research [Link dead as of 2013-01-02],http://www.ihasr.org/,6/13/20 6:49 PM
523,International Indexed Refereed Research Journal,http://www.ssmrae.com/,6/13/20 6:49 PM
524,International Information Institute,http://www.information-iii.org/,6/13/20 6:49 PM
525,"International Institute for Private, Commercial and Competition Law",http://iipccl.org/,6/13/20 6:49 PM
526,"International Institute for Science, Technology and Education (IISTE) (International Knowledge Sharing Platform)",http://www.iiste.org/Journals/,6/13/20 6:49 PM
527,International Institute of Engineers (IIE),http://www.iieng.org/journals.php,6/13/20 6:49 PM
528,International Institute of Engineers & Researchers (alse here),https://beallslist.net/,6/13/20 6:49 PM
529,International Institute of Informatics and Systemics,http://www.iiis.org/,6/13/20 6:49 PM
530,International Institute of Science & Industry Research (IISIR),http://www.iisir.org/,6/13/20 6:49 PM
531,International Invention Journals,http://internationalinventjournals.org/index.html,6/13/20 6:49 PM
532,International Journal of College & University (IJCU),http://ijcu.us/,6/13/20 6:49 PM
533,International Journal of Research & Development Organisation (IJRDO),http://www.ijrdo.org/,6/13/20 6:49 PM
534,International Journal Publishers Group,http://www.ijpg.org/,6/13/20 6:49 PM
535,The International Journal Research Publications (TIJ Research Publications),http://www.theinternationaljournal.org/ojs/index1.htm,6/13/20 6:49 PM
536,International Journals (Yadav Scientific Journals Publishers),https://ijddmr.wordpress.com/,6/13/20 6:49 PM
537,International Journals.co.in,http://www.internationaljournals.co.in/titles.aspx,6/13/20 6:49 PM
538,International Journals for Research (IJR),http://internationaljournalsforresearch.com/index.php,6/13/20 6:49 PM
539,International Journals for Research (IJR Group),http://ijrgroup.com/,6/13/20 6:49 PM
540,International Journals for Researchers,http://www.ijronline.com/,6/13/20 6:49 PM
541,International Journal of Academic Research (Publisher),http://www.eu-print.org/ilk.php,6/13/20 6:49 PM
542,International Journals of Engineering & Sciences,http://www.ijens.org/,6/13/20 6:49 PM
543,International Journals of Multi Dimensional Research,http://www.ijmr.net.in/,6/13/20 6:49 PM
544,International Journals of Multidisciplinary Research Academy,http://www.ijmra.us/,6/13/20 6:49 PM
545,International Journals of N&N Global Technology (IJNNGT),http://www.ijnngt.org/index.php,6/13/20 6:49 PM
546,International Journals of Research (INTJR),http://intjr.com/index.php,6/13/20 6:49 PM
547,International Journals of Research Papers (IJRP),http://gssrr.org/,6/13/20 6:49 PM
548,International Journals of Sciences and High Technologies (IJSHT),http://ijsht-journals.org/,6/13/20 6:49 PM
549,International Journals of Scientific Knowledge (IJSK),http://www.ijsk.org/,6/13/20 6:49 PM
550,International Journals of Scientific Research Publications (IJSRPUB),http://www.ijsrpub.com/,6/13/20 6:49 PM
551,International Journals of Scientific Research (IJSR),http://ijscience.com/default.htm,6/13/20 6:49 PM
552,International Knowledge Press,http://www.ikpresse.com/,6/13/20 6:49 PM
553,"International Knowledge Sharing Platform SEE International Institute for Science, Technology and Education (IISTE)",https://beallslist.net/,6/13/20 6:49 PM
554,International Network for Applied Sciences and Technology,http://www.inast.org/,6/13/20 6:49 PM
555,International Network for Natural Sciences (INNSPUB),http://www.innspub.net/,6/13/20 6:49 PM
556,International Network for Scientific & Industrial Information,http://insii.com/index.php,6/13/20 6:49 PM
557,International Online Knowledge Services Provider (IOKSP),http://www.ioksp.com/index.html,6/13/20 6:49 PM
558,International Online Medical Council (IOMC),http://www.iomcworld.com/publications.htm,6/13/20 6:49 PM
559,International Organization Center of Academic Research (OCERINT),http://www.ocerint.org/index.php/homepage,6/13/20 6:49 PM
560,International Organization of Scientific Invention (IOSI),http://iosi.in/,6/13/20 6:49 PM
561,International Organization of Scientific Research (IOSR Journals),http://iosrjournals.org/index.html,6/13/20 6:49 PM
562,International Organization of Scientific Research and Development (IOSRDD),http://iosrd.org/,6/13/20 6:49 PM
563,International Postgraduate Network (IPN Network),http://www.internationalpostgraduatenetwork.org/,6/13/20 6:49 PM
564,International Publisher & C.O (IPCO),http://ipco-co.com/,6/13/20 6:49 PM
565,International Publisher for Advanced Scientific Journals (IPASJ),http://ipasj.org/index.htm,6/13/20 6:49 PM
566,"International Recognition Multidisciplinary Research Journals, Monthly Publish",http://lsrj.in/,6/13/20 6:49 PM
567,International Recognition Research Journals,http://www.lsrj.in/,6/13/20 6:49 PM
568,"International Research Association of Computer Science, & Technology (IRACST)",http://www.iracst.org/home.htm,6/13/20 6:49 PM
569,International Research E-Journals,http://www.oiirj.org/,6/13/20 6:49 PM
570,International Research Group,http://www.irgjournals.org/,6/13/20 6:49 PM
571,"International Research Journals (Accra, Ghana)",http://resjournals.com/,6/13/20 6:49 PM
572,"International Research Journals (Lagos, Nigeria)",http://www.interesjournals.org/,6/13/20 6:49 PM
573,International Research Organization of Computer Science (IROCS),http://www.irocsjournals.org/irocs/home.php,6/13/20 6:49 PM
574,International Research Publication House (IRPH),http://www.irphouse.com/,6/13/20 6:49 PM
575,International Research Society For Promotion of Science (INPOSO),http://www.inposo.org/,6/13/20 6:49 PM
576,International Scholarly Open Access Research (ISOAR) (also here) (see also Edupedia Publications),https://beallslist.net/,6/13/20 6:49 PM
577,International Scholars Journals,http://internationalscholarsjournals.org/,6/13/20 6:49 PM
578,International Science & Research Journals (ISRJ) (isrjournals),http://www.isrjournals.org/,6/13/20 6:49 PM
579,International Science and Medical Journals (isaMed),http://www.isamedjournals.com/,6/13/20 6:49 PM
580,International Science Community Association,http://www.isca.in/,6/13/20 6:49 PM
581,International Scientific Academic Corporation,http://isacorporation.org.in/,6/13/20 6:49 PM
582,International Scientific Academy of Engineering & Technology,http://www.isaet.org/,6/13/20 6:49 PM
583,International Scientific Engineering and Research Publications,http://iserp.org/,6/13/20 6:49 PM
584,International Scientific Invention Journals,http://isij.in/,6/13/20 6:49 PM
585,International Scientific Publications,http://www.scientific-publications.net/,6/13/20 6:49 PM
586,"International Scientific Research Organization for Science, Engineering and Technology (ISROSET)",http://www.isroset.org/,6/13/20 6:49 PM
587,International Scientific Research Organization Journals (ISROJ),http://isroj.net/index.php?menu=home,6/13/20 6:49 PM
588,International Skill Research Journals,http://acjournal.in/,6/13/20 6:49 PM
589,International Society for Engineering Research and Development (ISERD),http://www.iserd.co/,6/13/20 6:49 PM
590,International Society for Engineers and Researchers (ISER),http://iser.co/,6/13/20 6:49 PM
591,International Society for green.sustainable engineering and management,http://isgsemjournal.blogspot.com/,6/13/20 6:49 PM
592,International Society for Zoological Research (ISZR),http://iszr.org/Jrs/index.php/index/index,6/13/20 6:49 PM
593,International Society of Thesis Publication (ISTP),http://www.istp.org.in/,6/13/20 6:49 PM
594,International Society of Universal Research in Sciences (EyeSource),http://www.isurs.org/,6/13/20 6:49 PM
595,The International Technology Innovation (ITi),http://theiti.net/,6/13/20 6:49 PM
596,InternationalJournals.co.in,http://internationaljournals.co.in/,6/13/20 6:49 PM
597,Internet Scientific Publications,http://www.ispub.com/,6/13/20 6:49 PM
598,Interscience Journals,http://interscience.org.uk/,6/13/20 6:49 PM
599,Interscience Open Access Journals,http://www.interscience.in/,6/13/20 6:49 PM
600,Inter-USE (International Union of Scence and Education),http://inter-use.com/,6/13/20 6:49 PM
601,Intuition Journals,http://intuitionjournals.org/,6/13/20 6:49 PM
602,Invention Journals,http://inventionjournals.org/,6/13/20 6:49 PM
603,IORE International,http://www.ioreinternational.org/,6/13/20 6:49 PM
604,IOS Publishing (Institute of Science Publishing),http://www.iospublishing.org/,6/13/20 6:49 PM
605,IOSR Journals SEE International Organization of Scientific Research,http://iosrjournals.org/index.html,6/13/20 6:49 PM
606,iProbe Group,https://www.iprobegrp.com/,6/13/20 6:49 PM
607,Ira Publications,http://www.irapub.com/,6/13/20 6:49 PM
608,IRED International Journals,http://theired.org/organizer.html,6/13/20 6:49 PM
609,IRO Journals,http://irojournals.com/index.html,6/13/20 6:49 PM
610,IROSSS (International Research Organization of Sciences and Social Sciences),http://www.irosss.org/,6/13/20 6:49 PM
611,Isaac Scientific Publishing,http://www.isaacpub.org/Home.aspx,6/13/20 6:49 PM
612,iSER Publications,http://iserjournals.com/,6/13/20 6:49 PM
613,Ishitv Technologies,http://ishitvtech.in/,6/13/20 6:49 PM
614,ISISnet,http://www.isisn.org/,6/13/20 6:49 PM
615,Islamic World Network for Environmental Science and Technology (IWNEST Publisher),http://www.iwnest.com/index.html,6/13/20 6:49 PM
616,ISPACS (International Scientific Publications and Consulting Services),http://ispacs.com/,6/13/20 6:49 PM
617,Ivy Union Publishing,http://ivyunion.org/,6/13/20 6:49 PM
618,Jabalpur Management Association,http://jabalpurmanagementassociation.co.in/Journals.aspx,6/13/20 6:49 PM
619,Jacobs Publishers,http://www.jacobspublishers.com/index.php,6/13/20 6:49 PM
620,JACS Directory,http://jacsdirectory.com/jacs/index.php,6/13/20 6:49 PM
621,Jaypee Journals,http://jaypeejournals.com/,6/13/20 6:49 PM
622,JET Publishing,http://www.jetpublishing.org/index.html,6/13/20 6:49 PM
623,Journals of Scientifics R&D,http://journals-of-scientifcs-rd.com/,6/13/20 6:49 PM
624,Joseph Publishing Group,http://www.josephpublishinggroup.com/,6/13/20 6:49 PM
625,Journal Dynamics,http://www.journaldynamics.org/,6/13/20 6:49 PM
626,Journal Issues,http://www.journalissues.org/index.php,6/13/20 6:49 PM
627,Journal Network,http://www.journalnetwork.org/,6/13/20 6:49 PM
628,Journal of Comprehensive Research,http://jupapadoc.startlogic.com/compresearch/,6/13/20 6:49 PM
629,Journal of Harmonized Research Publications,http://www.johronline.com/,6/13/20 6:49 PM
630,Journal of The International Association of Advanced Technology and Science (JIAATS),http://www.jiaats.com/index.php,6/13/20 6:49 PM
631,Journals Club & Co.,https://journalsclub.com/,6/13/20 6:49 PM
632,Journals Pub,http://www.journalspub.com/,6/13/20 6:49 PM
633,JournalsBank,http://www.journalsbank.com/,6/13/20 6:49 PM
634,JScholar Journals,http://www.jscholaronline.org/list-of-journals.php,6/13/20 6:49 PM
635,JSciMed Central,http://www.jscimedcentral.com/,6/13/20 6:49 PM
636,July Press,http://julypress.com/,6/13/20 6:49 PM
637,Juniper Publishers,http://juniperpublishers.com/,6/13/20 6:49 PM
638,Jyoti Academic Press,http://jyotiacademicpress.net/,6/13/20 6:49 PM
639,KAAV Publications,http://www.kaavpublications.org/,6/13/20 6:49 PM
640,Kaleidoscope Journals,http://www.kjournals.org/,6/13/20 6:49 PM
641,KambohWell Publisher Enterprises,http://www.kwpublisher.com/,6/13/20 6:49 PM
642,Kamla Raj Enterprises (KRE Publishers),http://www.krepublishers.com/KRE-New-J/index.html,6/13/20 6:49 PM
643,KEI Journals,http://www.journals.ke-i.org/index.php/index/index,6/13/20 6:49 PM
644,KEJA Publications,http://www.kejapub.com/,6/13/20 6:49 PM
645,Kenkyu Group,http://www.kenkyuonline.org/,6/13/20 6:49 PM
646,Key Research Journals (KRJ),http://www.keyresearchjournals.org/,6/13/20 6:49 PM
647,Kiban Research Publications,http://kibanresearchpublications.com/index.html,6/13/20 6:49 PM
648,Kindi Publication,http://www.kindipublication.com/home.html,6/13/20 6:49 PM
649,Knowledge Publishing Printing & Distribution House,http://www.knowledgepublishinghouse.com/index.html,6/13/20 6:49 PM
650,Knowledgebase Publishers,http://www.knowledgebasepublishers.org/,6/13/20 6:49 PM
651,KnowledgeCuddle Publication,http://www.knowledgecuddle.com/,6/13/20 6:49 PM
652,KnowledgesPublisher,http://www.knowledgespublisher.com/,6/13/20 6:49 PM
653,Knowledgia Scientific (formerly Knowledgia Review),http://www.knowledgia.net/,6/13/20 6:49 PM
654,Kogaion Publishing Center,http://euacademic.org/,6/13/20 6:49 PM
655,Kowsar Publishing,http://kowsarpub.com/en/,6/13/20 6:49 PM
656,Kozmenko Science Publishing,http://www.kozmenkopublishing.com/,6/13/20 6:49 PM
657,Krishi Sanskriti,http://www.krishisanskriti.org/Jounrals.php?title=Journals,6/13/20 6:49 PM
658,KSP Journals,http://kspjournals.org/,6/13/20 6:49 PM
659,KY Publications,http://www.kypublications.com/,6/13/20 6:49 PM
